cell_rows,unique_ues,unique_cells,cell_transition_changes,handover_events,handover_participant_ues,first_handover_time_s,last_handover_time_s,pdcp_rows,total_tx_pdus,total_rx_pdus,total_tx_bytes,total_rx_bytes,packet_loss_rate_pct,approx_tx_throughput_mbps,approx_rx_throughput_mbps,mean_delay_s,weighted_delay_s,duration_s
372,12,5,171,47,9,0.150768,4.02927,468,179503,41269,235148923,54034459,77.0092978947427,482.3567651282051,110.8399158974359,0.5671274284188034,0.5612748036976908,3.9
